,nome,categoria,prezzo,tacco,taglie,colore,link
0,Ciabattine da donna in pelle colore nero,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41 42 43 44,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-nero
0,Ciabattine da donna in pelle colore arancio,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-arancio
0,Ciabattine da donna in pelle colore rosa,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-in-pelle-colore-rosa
0,Ciabattine da donna in pelle metallizzata colore rosa,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-metallizzata-colore-rosa
0,Ciabattine da donna scamosciate colore beige e marrone,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41 42 43 44,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone
0,Ciabattine da donna scamosciate colore giallo e marrone,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41 42 43 44,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone-1
0,Ciabattine da donna scamosciate colore marrone chiaro e marrone scuro,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41 42 43 44,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-scamosciate-colore-marrone-chiaro-e-marrone-scuro
0,Sandalo da donna a forma squadrata in pelle scamosciata nero con glitter,/collections/donna-calzature-sandali,"€135,00",4,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-squadrata-in-pelle-scamosciata-nero-con-glitter
0,Sandalo aperto con fibbia da donna in pelle colore nero,/collections/donna-calzature-sandali,"€169,00",5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-nero
0,Sandalo aperto con fibbia da donna in pelle colore rosso,/collections/donna-calzature-sandali,"€169,00",5,35 36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-rosso
0,Sandalo aperto con fibbia da donna in pelle colore cipria,/collections/donna-calzature-sandali,"€169,00",5,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-cipria
0,Sandalo da donna a forma in pelle scamosciata colore nero con glitter applicati,/collections/donna-calzature-sandali,"€151,00",9,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-in-pelle-scamosciata-colore-nero-con-glitter-applicati
0,Sandalo chiuso da donna a punta in pelle plissè beige con tacco alto,/collections/donna-calzature-sandali,"€135,00",8,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-da-donna-a-punta-in-pelle-plisse-beige-con-tacco-alto
0,Sandalo da donna a forma squadrata in pelle scamosciata beige con glitter,/collections/donna-calzature-sandali,"€135,00",3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-squadrata-in-pelle-scamosciata-beige-con-glitter
0,Sandalo aperto da donna con tacco basso in pelle colore crema,/collections/donna-calzature-sandali,"€135,00",4,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-da-donna-con-tacco-basso-in-pelle-colore-crema
0,Sandalo chiuso tacco medio da donna a punta in pelle colore nero,/collections/donna-calzature-sandali,"€135,00",3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-colore-nero-1
0,Sandalo chiuso tacco medio da donna a punta in pelle colore verde,/collections/donna-calzature-sandali,"€135,00",3,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-verde
0,Sandalo chiuso tacco medio da donna a punta in pelle plissè colore beige,/collections/donna-calzature-sandali,"€135,00",3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-beige
0,Sandalo chiuso tacco medio da donna a punta in pelle plissè colore marrone,/collections/donna-calzature-sandali,"€135,00",3,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-marrone
0,Sandalo chiuso tacco medio da donna a punta in pelle plissè colore nero,/collections/donna-calzature-sandali,"€135,00",3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-nero
0,Zeppa da donna media colore panna,/collections/donna-calzature-sandali,"€189,00",7,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-media-colore-panna
0,Zeppa da donna alta in pelle colore panna,/collections/donna-calzature-sandali,"€189,00",10,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-alta-in-pelle-colore-panna
0,Zeppa da donna biocolore panna e cuoio,/collections/donna-calzature-sandali,"€189,00",7,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-biocolore-panna-e-cuoio
0,Zeppa da donna biocolore panna e nude,/collections/donna-calzature-sandali,"€189,00",10,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-biocolore-panna-e-nude
0,Sandali Euforia da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-euforia-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandali Euforia da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-euforia-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Lumina da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-lumina-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandali Lumina da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-lumina-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Eclipse da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-eclipse-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Solace da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-solace-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandalo doppia fascia da donna in pelle scamosciata beige,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-beige
0,Sandalo doppia fascia da donna in pelle scamosciata verde,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-verde
0,Sandalo doppia fascia da donna in pelle scamosciata celeste,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-celeste
0,Sandalo da donna a fascia in pelle nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-nero
0,Sandalo da donna a fascia in pelle marrone,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-marrone
0,Sandalo da donna a fascia in pelle bianco,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-bianco
0,Sandali slip-on fascia larga con pieghe da donna fatti a mano in nappa nude,/collections/donna-calzature-sandali,"€79,50",,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-slip-on-fascia-larga-con-pieghe-da-donna-fatti-a-mano-in-nappa-nude
0,Sandali slip-on da donna fascia larga con pieghe fatti a mano in nappa nera,/collections/donna-calzature-sandali,"€79,50",,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-slip-on-da-donna-fascia-larga-con-pieghe-fatti-a-mano-in-nappa-nera
0,Sandalo basso da donna in pelle scamosciata marrone,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-marrone
0,Sandali Incanto da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-incanto-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandalo doppia fascia da donna in pelle scamosciata marrone,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-marrone
0,Sandalo basso da donna in pelle scamosciata beige,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-beige
0,Sandalo basso da donna in pelle scamosciata celeste,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-celeste
0,Sandalo basso da donna in pelle scamosciata verde,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-verde
0,Sandali bassi ciabatta da donna fatti a mano in pelle color cuoio con fibbia dorata,/collections/donna-calzature-sandali,"€129,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-ciabatta-da-donna-fatti-a-mano-in-pelle-color-cuoio-con-fibbia-dorata
0,Sandali ciabatta da donna fatti a mano in pelle nera con fibbia dorata,/collections/donna-calzature-sandali,"€129,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-ciabatta-da-donna-fatti-a-mano-in-pelle-nera-con-fibbia-dorata
0,Sandali donna infradito in pelle marrone.,/collections/donna-calzature-sandali,"€149,00",1,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-testa-di-moro-con-fibbia-dorata
0,Sandali donna infradito in pelle color nero,/collections/donna-calzature-sandali,"€149,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-nera-con-fibbia-dorata
0,Sandalo gladiatore da donna con lacci fatti a mano in pelle nero,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-gladiatore-da-donna-con-lacci-fatti-a-mano-in-pelle-nero
0,Sandalo gladiatore da donna con lacci fatti a mano in pelle marrone,/collections/donna-calzature-sandali,"€79,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-gladiatore-da-donna-con-lacci-fatti-a-mano-in-pelle-marrone
0,Sandali Nirvana da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nirvana-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandali Celestia da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-celestia-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandali Nebula da donna stile romano antico in pelle nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nebula-da-donna-stile-romano-antico-in-pelle-nero
0,Sandali alla caviglia da donna stile romano in pelle marrone,/collections/donna-calzature-sandali,"€149,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-marrone
0,Sandali alla caviglia da donna stile romano in pelle colore nero,/collections/donna-calzature-sandali,"€149,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-colore-nero
0,Sandali Arcadia da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Arcadia da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandali Sinfonia da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-sinfonia-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandali Sinfonia da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-sinfonia-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Nirvana da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nirvana-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Eclipse da donna stile romano antico in pelle colore nero,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€99,00",1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-eclipse-da-donna-stile-romano-antico-in-pelle-colore-nero
0,Sandali Solace da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-solace-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Celestia da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-celestia-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandali Nebula da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€99,00",1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nebula-da-donna-stile-romano-antico-in-pelle-marrone
0,Sandalo doppia fascia e fibbia da donna in pelle scamosciata verde,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-e-fibbia-da-donna-in-pelle-scamosciata-verde
0,Sandalo doppia fascia e fibbia da donna in pelle scamosciata beige,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-e-fibbia-da-donna-in-pelle-scamosciata-beige
0,Sandalo doppia fascia e fibbia da donna in pelle scamosciata celeste,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-e-fibbia-da-donna-in-pelle-scamosciata-celeste
0,Sandalo doppia fascia e fibbia da donna in pelle scamosciata marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-e-fibbia-da-donna-in-pelle-scamosciata-marrone
0,Sandalo doppia fibbia da donna in pelle scamosciata marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fibbia-da-donna-in-pelle-scamosciata-marrone
0,Sandalo doppia fibbia da donna in pelle scamosciata verde,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fibbia-da-donna-in-pelle-scamosciata-verde
0,Sandalo doppia fibbia da donna in pelle scamosciata celeste,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fibbia-da-donna-in-pelle-scamosciata-celeste
0,Sandalo doppia fibbia da donna in pelle scamosciata beige,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fibbia-da-donna-in-pelle-scamosciata-beige
0,Sandali donna doppia fibbia in pelle colore nero,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-donna-doppia-fibbia-in-pelle-colore-nero
0,Sandali donna doppia fibbia in pelle colore bianco,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€129,00",Senza tacco,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-donna-doppia-fibbia-in-pelle-colore-bianco
0,Sandali Incanto da donna stile romano antico in pelle marrone,/collections/donna-calzature-sandali?page=2/collections/donna-sandali-tacco-alto,"€99,00",NaN,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-incanto-da-donna-stile-romano-antico-in-pelle-marrone
0,Décolleté con tacco alto da donna in pelle colore nero,/collections/slingback,"€135,00",9,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-nero
0,Décolleté con tacco alto da donna in pelle colore crema,/collections/slingback,"€135,00",9,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-crema
0,Décolleté con tacco alto da donna in pelle colore glicine,/collections/slingback,"€135,00",9,35 36 37 38 39 40 41,Lillia,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-glicine
0,Décolleté con tacco alto da donna in pelle colore verde,/collections/slingback,"€135,00",9,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/slingback/products/decollete-chanel-con-tacco-alto-da-donna-in-pelle-colore-verde
0,Décolleté da donna in pelle verniciata celeste a punta,/collections/slingback,"€135,00",5,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/slingback/products/decollette-da-donna-in-pelle-verniciata-celeste-a-punta
0,Décolleté da donna in pelle verniciata colore beige a punta,/collections/slingback,"€135,00",5,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decollete-da-donna-in-pelle-verniciata-colore-beige-a-punta
0,Décolleté da donna in pelle verniciata colore nero a punta,/collections/slingback,"€135,00",5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollette-da-donna-in-pelle-verniciata-colore-nero-a-punta
0,Décolleté slingback da donna in pelle colore nero a punta,/collections/slingback,"€135,00",7,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollete-slingback-da-donna-in-pelle-colore-nero-a-punta
0,Décolleté slingback con tacco alto da donna in camoscio nude fatte a mano,/collections/slingback,"€85,00",9,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decolte-slingback-con-tacco-alto-da-donna-in-camoscio-nude-fatte-a-mano
0,Sandalo da donna a forma in pelle scamosciata colore nero con glitter applicati,/collections/slingback,"€151,00",9,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-da-donna-a-forma-in-pelle-scamosciata-colore-nero-con-glitter-applicati
0,Décolleté da donna in raso nero con accessorio fatto a mano in Italia,/collections/slingback,"€159,00",8,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/decollete-da-donna-in-raso-nero-con-accessorio-fatto-a-mano-in-italia
0,Sandalo chiuso tacco medio da donna a punta in pelle colore nero,/collections/slingback,"€135,00",3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-colore-nero-1
0,Sandalo chiuso tacco medio da donna a punta in pelle colore verde,/collections/slingback,"€135,00",3,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-verde
0,Sandalo chiuso tacco medio da donna a punta in pelle plissè colore glicine,/collections/slingback,"€135,00",3,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-glicine
0,Sandalo chiuso tacco medio da donna a punta in pelle plissè colore beige,/collections/slingback,"€135,00",3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-beige
0,Sandalo chiuso tacco medio da donna a punta in pelle plissè colore marrone,/collections/slingback,"€135,00",3,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-marrone
0,Sandalo chiuso tacco medio da donna a punta in pelle plissè colore nero,/collections/slingback,"€135,00",3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-nero
0,Sandalo slingback da donna in pelle colore bianco con punta quadrata,/collections/slingback,"€149,00",5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/slingback/products/sandalo-slingback-da-donna-in-pelle-bianca-con-punta-squadrata
0,Sandalo slingback da donna in pelle marrone con punta squadrata,/collections/slingback,"€149,00",5,35 36 37 38 39 40 41,Marrone ,https://www.leonardoshoes.com/collections/slingback/products/sandalo-slingback-da-donna-in-pelle-marrone-con-punta-squadrat
0,Sandalo slingback da donna in pelle colore nero con punta quadrata,/collections/slingback,"€149,00",5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/slingback/products/sandalo-slingback-da-donna-in-pelle-nera-con-punta-squadrata
0,Décolleté slingback da donna in pelle colore crema a punta squadrata,/collections/slingback,"€135,00",7,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/slingback/products/decollete-slingback-da-donna-in-pelle-colore-crema-a-punta
0,Anfibio da donna con dettagli brogue in pelle pieno fiore colore marrone chiaro,/collections/polacchine-donna-in-pelle-artigianali,"€289,00",9,35 36 37 38 39 40 41,Marrone Chiaro,https://www.leonardoshoes.com/collections/polacchine-donna-in-pelle-artigianali/products/anfibio-da-donna-con-dettagli-brogue-in-pelle-pieno-fiore-colore-marrone-chiaro
0,Stivaletto anfibio da donna con dettagli brogue in pelle lavata colore cuoio scuro,/collections/polacchine-donna-in-pelle-artigianali,"€249,00",3,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/polacchine-donna-in-pelle-artigianali/products/stivaletto-anfibo-da-donna-con-dettagli-brogue-papua-in-pelle-lavata-colore-cuoio-scuro
0,Anfibio da donna con dettagli brogue in pelle colore testa di moro,/collections/polacchine-donna-in-pelle-artigianali,"€289,00",2,35 36 37 38 39 40 41 42,Marrone,https://www.leonardoshoes.com/collections/polacchine-donna-in-pelle-artigianali/products/anfibio-da-donna-con-dettagli-brogue-in-pelle-colore-testa-di-moro
0,Stivaletto anfibio da donna con dettagli brogue paupa in pelle lavata colore nero,/collections/polacchine-donna-in-pelle-artigianali,"€249,00",3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/polacchine-donna-in-pelle-artigianali/products/stivaletto-anfibo-da-donna-con-dettagli-brogue-papua-in-pelle-lavata-colore-nero
